Analysis group,Analysis number,Analysis name,Subgroup,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
3,18,Distress/PTSD symptoms at 1-6 months ,,SUBGROUP_AND_OVERALL,Jiang 2021,2021,0.0,0.0,30.32,10.5,0,133,31.55,13.27,0,132,0.0,0.0,13.859986,-0.102548,-0.343509,0.138414,Diabetes Distress Scale (DDS),Low risk,"<p>1.1: Y. Note: Title mentions RCT design. Quote: &quot;The block randomization with blocks of wight was conducted at the patients' individual level to split the patients at a ratio of 1:1 to an intervention or control group&quot;. </p><p>2.2: Y. Quote: &quot;The random allocation sequence generated with programming of SPSS 17.0 by the researcher was sealed in opaque envelopes. The research nurse was charged with grouping. When the recruitment number of patients reached, the nurse opened an opaque envelope to figure out the group the patients belonged to.&quot;</p><p>2.3: N. Quote: &quot;the demographic characteristics, and the comparisons of age, gender, marital status, education level, employment status, individual income, medical insurance, years of taking medicine, medication use and diabetes complications that were comparable between the two groups were reported&quot;</p>",Low risk,"<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention, participants and the interventionists were most likely aware of the allocation.</p><p>2.3: PN. Note: No evidence to suggest issues to implement intervention. </p><p>2.4: NA</p><p>2.5: NA</p><p>2.6: Y. Quote.: &quot;The data analysis was conducted with SPSS 25.0 (Armonk, NY : IBM Corporation) and base on intention to treat (ITT)).</p>",Low risk,<p>3.1: Y. Quote: &quot;. One patient was lost during the follow-up due to falling to their death and the data in the 12th month was substituted by the last follow-up time&quot;</p><p>3.2: NA</p><p>3.3: NA</p><p>3.4: NA</p>,Some concerns,"<p>4.1: N. Note: The selected outcome method (Scale of Diabetes Distress) is widely validated and established.</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control.</p><p>4.3: PY. Note: Outcome assessors (participants) were most likely aware of intervention allocation.</p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did. </p>",Low risk,"<p>5.1: PY. Note: No evidence to suggest otherwise, methods and results do not show discrepancies.</p><p>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods and results were reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All outcomes mentioned in the methods and results were reported.</p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
3,19,Distress/PTSD symptoms at 7-24 months,,SUBGROUP_AND_OVERALL,Chew 2018,2018,0.0,0.0,3.3,0.8,0,43,2.5,0.9,0,48,0.0,0.0,17.943374,0.928559,0.494521,1.362598, Diabetes Distress Scale (DDS-17),Low risk,"<p>1a.1: Y; 1a.2: PY.  Note: Title mentions RCT design. <br/>Quote: &quot;In assigning the HCs to the VEMOFIT group (VG) or attention-control groups (AG), randomisation will be carried out after stratification by cluster size and geographical areas of the 10 HCs.&quot;</p><p>Quote: &quot;A member of the Data Management Services team at the University Medical center, Ultrecht will carry out the randomisation.&quot;</p><p>1.3: NI.  Note: No useful information is reported to evaluate this element</p><p>1b.1: PY. Seems that participants were recruited after randomization. </p>",Low risk,<p>2.1a: PY. 2.1b: PN. Quote: &quot;We use a modified informed consent procedure to ensure that patients are unware of the two different intervention programmes&quot;.<br/>2.2.: Y. Nurses were trained to deliver the intervention. </p><p>2.3: PN. Note: No evidence to suggest deviations from the intended intervention that arose because of the trial context.</p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: Y. Note: The analysis was carried out on an intention to treat basis.</p><p>2.7: NA.</p>,Low risk,"<p>3.1a: PY. All 10 clusters that recruited participants were analyzed. <br/>3.1b: PN. 92 from intervention group (n = 145) and 79 from control group (n = 150) did not receive allocated intervention. In addition to the 33 people lost to follow up at 12 months, 5 additional missing data were noted with regard to PHQ-9.</p><p>3.2: PN. No evidence that the result was not biased by missing data.</p><p>3.3: PN; 3.4: NA. Note: Missingness in the outcome do not depend on its true value. </p>",Low risk,"<p>4.1: N. Note: The selected outcome method (Malay Brief Illness Perception Quetsionnaire, MBIPQ) is validated and established.</p><p>4.2: PN.  Note: No evidence to suggest differences in measurement between intervention and control</p><p>4.3a: PY.Outcome assessors (participants) were most likeley aware that a trial was taking a place.<br/>4.3b: PN. Quote: &quot;We use a modified informed consent procedure to ensure that patients are unware of the two different intervention programmes&quot;</p><p>4.4: NA.</p><p>4.5: NA.</p>",Low risk,<p>5.1: PY.  Note: Protocol is available. </p><p>5.2: PN.  Note: No evidence to suggest outcome selection. Almost all outcomes mentioned in the methods and protocol were reported (It is not reported &quot;heath-care utilization hospital&quot; that is a secondary outcome). </p><p>5.3: PN. Note: No evidence to suggest analyses selection. All outcomes mentioned in the methdis and protocol were reported. </p>,Low risk,<p>The study is judged to be at low risk of bias for all domains.</p>
3,19,Distress/PTSD symptoms at 7-24 months,,SUBGROUP_AND_OVERALL,Dias 2019,2019,0.0,0.0,3.67,2.67,0,75,5.67,3.19,0,79,0.0,0.0,19.643224,-0.675,-1.00008,-0.349919, General Health Questionnaire (GHQ-12) ,Low risk,"<p>1.1: Y. 1.2: Y.  Quote: &quot;The data manager randomized participants equally to CAU or DIL intervention via prmuted block randomization (block size of 8), using a computer-generated random-number table&quot;</p><p>1.3: N. Quote: &quot;The DIL and CAU arms were well balanced with respect to sociodemograohic and clinical characteristics&quot;</p>",Low risk,"<p>2.1: Y; 2.2: PN. Quote: &quot;Partcipants wee asked not to discose their assignment to masked assessors&quot;. <br/>Quote: &quot;All study personnel, including assessors, were masked to random assignment until outcomes analysis was complete and reviewed by the Data Safety Monitoring Board&quot;</p><p>2.3: N. Note: There is no reason to believe it.</p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: Y. Quote: &quot;91 in the DIL intervention group and 90 in the care as usual (CAU) group were used in the final intention-to-treat analysis&quot;.</p><p>2.7: NA.</p>",Low risk,<p>3.1: Y. Quote: &quot;Attrition was low in both groups: 12.2% in the CAU group and 17.6% in the DIL intervention group&quot;</p><p>3.2: NA.</p><p>3.3: NA.</p><p>3.4: NA.</p>,Some concerns,"<p>4.1: N. Note: The selected outcome method (DDS) is widely validated and established.</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control.</p><p>4.3: PN. Note: Outcome assessors (participants) were most likely aware of intervention allocation.</p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did. </p>",Some concerns,"<p>5.1: N. Note: Protocol available. No evidence to suggest otherwise, the protocol and manuscript do not show discrepancies.<br/>5.2: N. Note: no evidence to suggest outcome selection. All outcomes mentioned in the methods and protocol were reported.</p><p>5.3: N. Note: No evidence to suggest analyses selection. All outcomes in the methods and protocol were reported.</p>",Some concerns,"<p>The study is judged to raise some concerns in two domains (4 and 5), but not to be at high risk of bias for any domain.</p>"
3,19,Distress/PTSD symptoms at 7-24 months,,SUBGROUP_AND_OVERALL,Eloff 2014,2014,0.0,0.0,26.98,9.5,0,161,29.13,9.36,0,169,0.0,0.0,21.061191,-0.227509,-0.444062,-0.010955,Parenting Stress Index (PSI),Low risk,<p>1.1: Y; 1.2: PY. Quote: &quot;mother-child pairs were randomized to either the intervention or standard conditions using a block randomization process and table of random numbers with 30 subkects in each block&quot;.</p><p>1.3: N. Note: Not significant differences at baseline.</p>,Some concerns,<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention participants were most likely aware of their assigned intervention.</p><p>2.3: NI. Note: No information provided. </p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: NI. Note: no information provided.</p><p>2.7: PN. Note: There is no reason to believe it.</p>,Low risk,<p>3.1: PY. Note: 28 of 160 mothers and 10 of 152 children drop-out in experimental group. 5 of 161 mothers and 17 of 151 children drop-out from usual care. </p><p>3.2: NA.</p><p>3.3: NA.</p><p>3.4: NA.</p>,Some concerns,"<p>4.1: N. Note: The selected outcome method is widely validated and established.</p><p>4.2: N. Note: No evidence to suggest differences in measurement between intervention and control. </p><p>4.3: PY. Note: No information provided.  </p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note: no protocol available. No evidence to suggest otherwise, methods and results do not show discrepancies. </p><p>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods and results were reported. </p><p>5.3: PN. Note: No evidence to suggest analyses selection. All analyses mentioned in the methods  and results were reported. </p>",Some concerns,"<p>The study is judged to raise some concerns in two domains (2 and 4), but not to be at high risk of bias for any domain.</p>"
3,19,Distress/PTSD symptoms at 7-24 months,,SUBGROUP_AND_OVERALL,Jiang 2021,2021,0.0,0.0,25.58,15.1,0,133,30.55,15.05,0,132,0.0,0.0,20.758226,-0.328741,-0.571188,-0.086295,Diabetes Distress Scale (DDS),Low risk,"<p>1.1: Y. Note: Title mentions RCT design. Quote: &quot;The block randomization with blocks of wight was conducted at the patients' individual level to split the patients at a ratio of 1:1 to an intervention or control group&quot;. </p><p>2.2: Y. Quote: &quot;The random allocation sequence generated with programming of SPSS 17.0 by the researcher was sealed in opaque envelopes. The research nurse was charged with grouping. When the recruitment number of patients reached, the nurse opened an opaque envelope to figure out the group the patients belonged to.&quot;</p><p>2.3: N. Quote: &quot;the demographic characteristics, and the comparisons of age, gender, marital status, education level, employment status, individual income, medical insurance, years of taking medicine, medication use and diabetes complications that were comparable between the two groups were reported&quot;</p>",Low risk,"<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention, participants and the interventionists were most likely aware of the allocation.</p><p>2.3: PN. Note: No evidence to suggest issues to implement intervention.</p><p>2.4: NA</p><p>2.5: NA</p><p>2.6: Y. Quote: &quot;The data analysis was conducted with SPSS 25.0 (Armonk, NY : IBM Corporation) and base on intention to treat (ITT)).</p><p>2.7: NA</p>",Low risk,<p>3.1: Y. Quote: &quot;One patient was lost during the follow-up due to falling to their death and the data in the 12th month was substituted by the last follow-up time&quot;. </p><p>3.2: NA</p><p>3.3: NA</p><p>3.4: NA</p>,Some concerns,"<p>4.1: N. Note: The selected outcome method (Scale of Diabeted Distress) is widely validated and established.</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control.</p><p>4.3: PY. Note: Outcome assessors (participants) were most likely aware of intervention allocation.</p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did</p>",Low risk,"<p>5.1: PY. Note: No evidence to suggest otherwise, methods and results do not show discrepancies. <br/>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods and results were reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All outcomes mentioned in the methods and results were reported.</p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
3,19,Distress/PTSD symptoms at 7-24 months,,SUBGROUP_AND_OVERALL,Ward 2020,2020,0.0,0.0,133.42,13.2,0,137,130.25,15.76,0,104,0.0,0.0,20.593985,0.220069,-0.035605,0.475743,Parenting Stress Index (PSI),Low risk,<p>1.1: PY; 1.2: PY.  Quote: &quot;Randomization was conducted after data collection by an off-site statistician with no other contact with the trial&quot;.&quot;</p><p>1.3: PN. Baseline characteristics were overall comparable across groups as demonstrated by Table 1.</p>,High risk,"<p>2.1: PY; 2.2: PY.  Due to the nature of the intervention participants and personnel were moslt likely aware of their assigned intervention.</p><p>2.3: PY. There is some evidence to suggest possible contamination between the intervention and control group. Quote: &quot;In addition, in the dense living environments of informal settlements, it is possible that there was contamination between intervention and control groups.&quot;</p><p>2.4: PY. Contamination could have affected the outcomes.</p><p>2.5: PY. Contamination is more liekly to affect the participants in the control group.</p><p>2.6: PY. No explicit mention of the analysis used to estimate the effect of assignment to intervention, but data was analyzed for almost all randomized participants. Quote: &quot;For caregiver self-report, the follow-up rate was 97.0% at t1 and 91.9% at t&quot;. </p><p>2.7: NA.</p>",Low risk,"<p>3.1: PY.  Data was availalble for almost all randomized participants. Quote: &quot;For caregiver self-report, the follow-up rate was 97.0% at t1 and 91.9% at t&quot;</p><p>3.2: NA. </p><p>3.3: NA.</p><p>3.4: NA.</p>",Some concerns,"<p>4.1: PN. The selected outcome method is widely validated and established across contexts and demonstrated good psychometric properties in the study</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control. </p><p>4.3: PY. Outcome assessors (participants) were most likely aware of intervention allocation. </p><p>4.4: PY. Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did</p><p>4.5: PN.</p>",Low risk,"<p>5.1: PY.  No evidence to suggest otherwise, methods and results do not show discrepancies.. </p><p>5.2: PN. No evidence to suggest outcome selection.. </p><p>5.3: PN. No evidence to suggest analyses selection. All analyses mentioned in the methods were reported.</p>",High risk,<p>The study is judged to be at high risk of bias<b> </b>in one domain (2).</p>
3,20,Social outcomes at 0-1 months,,SUBGROUP_AND_OVERALL,Bernardi 2020,2020,0.0,0.0,3.73,0.8,0,18,3.84,0.91,0,18,0.0,0.0,6.268297,-0.125537,-0.77958,0.528507,Seeking Social Support Subscale of the Ways of Coping Scale (EMEP),Low risk,"<p>1.1: Y; 1.2: Y. Quote: &quot;They were allocated in the clinical and control groups in a random sequence, pre-defined by the program Statistical Package for the Social Sciences (SPSS) and known only by the professional in charge of screening the participants&quot;.</p><p>1.3: PN. Note: No significant differences at baseline. Quote: &quot;there was a difference between groups only in the comparison of the assisted children's and adolescents' diagnosis (p ≤ 0.05)&quot;</p>",Some concerns,"<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention, participants and the interventionists were most likely aware of the allocation.</p><p>2.3: PN. Note: No evidence to suggest issues to implement intervention. </p><p>2.4: NA</p><p>2.5: NA</p><p>2.6: NI. Note: No explicit mention of the analysis used to estimate the effect of assignment to intervention.</p><p>2.7: N. Note: Note: There was not a substantial impact of the failure to analyse participants in the group to which they were randomized.</p>",Low risk,<p>3.1: PY. Note: Lost to post-intervention:12 of 49.</p><p>3.2: NA</p><p>3.3: NA</p><p>3.4: NA</p>,Some concerns,"<p>4.1: N. Note: The selected outcome method (EMEP) is validated and translated. </p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control.</p><p>4.3: PY. Note: Outcome assessors (participants) were most likely aware of intervention allocation.</p><p>4.4:PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note: No evidence to suggest otherwise, methods and results do not show discrepancies.</p><p>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods and results were reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All outcomes mentioned in the methods and results were reported.</p>",Some concerns,"<p>The study is judged to raise some concerns in two domains (2 and 4), but not to be at high risk of bias for any domain.</p>"
3,20,Social outcomes at 0-1 months,,SUBGROUP_AND_OVERALL,Dybdahl 2001,2001,0.0,0.0,-5.0,1.4,0,35,-4.9,1.6,0,40,0.0,0.0,11.682234,-0.065536,-0.519307,0.388235,Flannery’s Perceived Social Support Scale,Low risk,"<p>1.1: Y; 1.2: PY. Quote: Tha assignment was random. All the names of the mothers-child dyads were written on pieces of papaer, which were folded, mixed together, and then separated into two piles at random so that one pile formed the intervention group and the other pile formed the control group&quot;</p><p>1.3: PN. Note: No significant differences at baseline. </p>",Some concerns,<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention participants were most likely aware of their assigned intervention.</p><p>2.3: NI. Note: No information provided. </p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: NI. Note: No explicit mention of the analysis used to estimate the effect of assignment to intervention. </p><p>2.7: NI. Note: No information provided. </p>,High risk,"<p>3.1: PN. Quote: &quot;Twelve of the families dropped out of the study and did not participate in scheduled interventions: 7 from intervention group, and 5 from the control gorip&quot;. Quote: &quot;Several of the mothers and children did not complete all tests at both tests periods for a variety of reasons; thus the number of participants varied from test to test&quot;.</p><p>3.2: NI. Note: No information provided. </p><p>3.3: NI. Note: No information provided. </p><p>3.4: NI. Note: No information provided.</p>",Some concerns,"<p>4.1: N. Note: The selected outcome method is widely validated and established.</p><p>4.2: NI. Note: No information provided. </p><p>4.3: N. Quote: &quot;The third and fourth teams carried out the evaluations. They Were blind with respect to which families were in the intervention or control groups, as were the physicians who provided the medican checkups&quot;.</p><p>4.4: NA.</p><p>4.5: NA. </p>",Low risk,"<p>5.1: PY. No evidence to suggest otherwise, methods and results do not show discrepancies. </p><p>5.2: PN. Note: No evidence to suggest outcome selection. </p><p>5.3: PN. Note: No evidence to suggest analyses selection. </p>",High risk,<p>The study is judged to be at high risk of bias<b> </b>in one domain (3).</p>
3,20,Social outcomes at 0-1 months,,SUBGROUP_AND_OVERALL,Gao 2015,2015,0.0,0.0,-65.44,8.43,0,90,-61.82,9.99,0,90,0.0,0.0,21.746709,-0.389996,-0.684997,-0.094996,Perceived Social Support Scale (PSSS),Low risk,"<p>1.1: Y. Quote: &quot;The randomization sequence was generated using a computerized random number generator and the allocation was kept in sealed opaque consecutively numbered envelopes.&quot; </p><p>1.2.: Y. Quote: &quot;This simple randomization scheme was independently prepared by a research assistant who was not involved in determining eligibility, providing care, or assessing outcome.&quot;</p><p>1.3: N. Quote: &quot;There were no significant differences between the two groups in their demographic, obstetric and related characteristics (...) There were also no significant differences between the two groups in their baseline measures&quot;</p>",Low risk,"<p>2.1: PY; 2.2: PY. Note: Due to the nature of the intervention, participants and the interventionists were most likely aware of the allocation.</p><p>2.3: PN. Note: No evidence to suggest issues to implement intervention. </p><p>2.4: NA</p><p>2.5: NA</p><p>2.6: Y. Note: Intention to treat analysis done.</p><p>2.7: NA</p>",Low risk,<p>3.1: PY. Note: Drop-out: 14 of 180.</p><p>3.2: NA</p><p>3.3: NA</p><p>3.4: NA</p>,Some concerns,"<p>4.1: N. Quote: &quot;The Chinese version of PSS has also demonstrated good psychometric properties, with test retest reliability of 0.81, internal consistency of 0.85&quot;.</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control.</p><p>4.3: PY. Note: Outcome assessors (participants) were most likely aware of intervention allocation.</p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note: No evidence to suggest otherwise, methods and results do not show discrepancies.</p><p>5.2: PN. Note: No evidence to suggest outcome selection. All outcomes mentioned in the methods and results were reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All outcomes mentioned in the methods and results were reported.</p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
3,20,Social outcomes at 0-1 months,,SUBGROUP_AND_OVERALL,Luoto 2020,2020,0.0,0.0,-10.12,2.0,0,181,-10.21,2.17,0,184,0.0,0.0,32.240379,0.043026,-0.162183,0.248235,Lubben Social Network Scale (LSNS),Low risk,"<p>1a.1: PY; 1a.2: PY. Quote: &quot;Using a random<br/>number generator in Stata, two authors (JEL and ILG) randomly assigned villages in a 1:1:1 ratio to one of three study groups, stratified by sub-county&quot;</p><p>1a.3: NI.  No useful information is reported to evaluate this element.</p><p>1b.1: Y. Note: from protocol it is clear that recruitment of both adults and children as well as baseline assessments, took place before randomization to study arms </p>",Low risk,"<p>2.1 a: NI; 2.1b:PY; 2.2: PY. Note: No information provided on whether participants knew that they were in a trial, due to the nature of the intervention they (as those delivering the intervention) were most likely aware of intervention allocation. Quote: &quot;Due to the nature of the intervention, masking of<br/>participants and community health volunteers who<br/>delivered the intervention was not possible&quot;</p><p>2.3: PN. Note: No evidence to suggest deviations from the intended intervention that arose because of the trial context.</p><p>2.4: NA.</p><p>2.5: NA.</p><p>2.6: Y. Note: Data was analysed on an intention-to-treat basis.</p><p>2.7: NA.</p>",Low risk,<p>3.1a PY. Note: all 60 clusters that recruited participants were analyzed; </p><p>3.1b: PY. Note: 92 participants out of 1152 were lost at followup (8%).</p><p>3.2: NA.</p><p>3.3: NA; 3.4: NA.</p>,Some concerns,"<p>4.1: PN.  The outcome measure (CES-D) is widely established and used across contexts. </p><p>4.2: PN. Note: No evidence to suggest that measurement or ascertainment of the outcome  differed between intervention groups.</p><p>4.3a: NI; 4.3b: PY. Note: No information provided on whether participants knew that they were in a trial, participants (outcome assessors) were most likely aware of the group allocation due to the nature of the intervention. Efforts were made to keep the data collection teams as masked to group status as possible. </p><p>4.4: PY; 4.5: PN. Note: Knowledge of the assigned interventio could influence participant-reported outcomes, but there is no reason to believe that it did.</p>",Low risk,"<p>5.1: PY. Note:No evidence to suggest otherwise, protocol and paper do not show discrepancies.</p><p>5.2: PN. Note:No evidence to suggest outcome selection. All outcomes mentioned in the protocol, methods and results were reported.</p><p>5.3: PN. Note: No evidence to suggest analyses selection. All analyses mentioned in the protocol, methods and results were reported.</p>",Some concerns,"<p>The study is judged to raise some concerns in one domain (4), but not to be at high risk of bias for any domain.</p>"
3,20,Social outcomes at 0-1 months,,SUBGROUP_AND_OVERALL,Ward 2020,2020,0.0,0.0,-20.51,6.02,0,148,-20.6,6.57,0,128,0.0,0.0,28.062381,0.01429,-0.222287,0.250867,Medical Outcomes Study Social Support Survey,Low risk,<p>1.1: PY; 1.2: PY.  Quote: &quot;Randomization was conducted after data collection by an off-site statistician with no other contact with the trial&quot;.&quot;</p><p>1.3: PN. Baseline characteristics were overall comparable across groups as demonstrated by Table 1.</p>,High risk,"<p>2.1: PY; 2.2: PY.  Due to the nature of the intervention participants and personnel were moslt likely aware of their assigned intervention.</p><p>2.3: PY. There is some evidence to suggest possible contamination between the intervention and control group. Quote: &quot;In addition, in the dense living environments of informal settlements, it is possible that there was contamination between intervention and control groups.&quot;</p><p>2.4: PY. Contamination could have affected the outcomes.</p><p>2.5: PY. Contamination is more liekly to affect the participants in the control group.</p><p>2.6: PY. No explicit mention of the analysis used to estimate the effect of assignment to intervention, but data was analyzed for almost all randomized participants. Quote: &quot;For caregiver self-report, the follow-up rate was 97.0% at t1 and 91.9% at t&quot;. </p><p>2.7: NA.</p>",Low risk,"<p>3.1: PY.  Data was availalble for almost all randomized participants. Quote: &quot;For caregiver self-report, the follow-up rate was 97.0% at t1 and 91.9% at t2&quot;</p><p>3.2: NA. </p><p>3.3: NA.</p><p>3.4: NA.</p>",Some concerns,"<p>4.1: PN. The selected outcome method is widely validated and established across contexts and demonstrated good psychometric properties in the study</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control. </p><p>4.3: PY. Outcome assessors (participants) were most likely aware of intervention allocation. </p><p>4.4: PY. Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did</p><p>4.5: PN.</p>",Low risk,"<p>5.1: PY.  No evidence to suggest otherwise, methods and results do not show discrepancies.. </p><p>5.2: PN. No evidence to suggest outcome selection.. </p><p>5.3: PN. No evidence to suggest analyses selection. All analyses mentioned in the methods were reported.</p>",High risk,<p>The study is judged to be at high risk of bias<b> </b>in one domain (2).</p>
3,21,Social outcomes at 7-24 months,,SUBGROUP_AND_OVERALL,Ward 2020,2020,0.0,0.0,-19.6,6.53,0,137,-19.41,6.68,0,104,0.0,0.0,100.0,-0.19,-1.876377,1.496377,Medical Outcomes Study Social Support Survey,Low risk,<p>1.1: PY; 1.2: PY.  Quote: &quot;Randomization was conducted after data collection by an off-site statistician with no other contact with the trial&quot;.&quot;</p><p>1.3: PN. Baseline characteristics were overall comparable across groups as demonstrated by Table 1.</p>,High risk,"<p>2.1: PY; 2.2: PY.  Due to the nature of the intervention participants and personnel were moslt likely aware of their assigned intervention.</p><p>2.3: PY. There is some evidence to suggest possible contamination between the intervention and control group. Quote: &quot;In addition, in the dense living environments of informal settlements, it is possible that there was contamination between intervention and control groups.&quot;</p><p>2.4: PY. Contamination could have affected the outcomes.</p><p>2.5: PY. Contamination is more liekly to affect the participants in the control group.</p><p>2.6: PY. No explicit mention of the analysis used to estimate the effect of assignment to intervention, but data was analyzed for almost all randomized participants. Quote: &quot;For caregiver self-report, the follow-up rate was 97.0% at t1 and 91.9% at t&quot;. </p><p>2.7: NA.</p>",Low risk,"<p>3.1: PY.  Data was availalble for almost all randomized participants. Quote: &quot;For caregiver self-report, the follow-up rate was 97.0% at t1 and 91.9% at t&quot;</p><p>3.2: NA. </p><p>3.3: NA.</p><p>3.4: NA.</p>",Some concerns,"<p>4.1: PN. The selected outcome method is widely validated and established across contexts and demonstrated good psychometric properties in the study</p><p>4.2: PN. Note: No evidence to suggest differences in measurement between intervention and control. </p><p>4.3: PY. Outcome assessors (participants) were most likely aware of intervention allocation. </p><p>4.4: PY. Knowledge of the assigned intervention could influence participant-reported outcomes, but there is no reason to believe that it did</p><p>4.5: PN.</p>",Low risk,"<p>5.1: PY.  No evidence to suggest otherwise, methods and results do not show discrepancies.. </p><p>5.2: PN. No evidence to suggest outcome selection.. </p><p>5.3: PN. No evidence to suggest analyses selection. All analyses mentioned in the methods were reported.</p>",High risk,<p>The study is judged to be at high risk of bias<b> </b>in one domain (2).</p>
